"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site2","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Site.match","Manipulation","Mean.Temp.","Mean.Precip.","Latitude2","SOC_stock","Ecosystem_type2","Outlier","soil_temperature","nearest_distance_km","soil_temp_years_used","delta.Mean.Temp.","delta.Mean.Precip.","delta.Mean.soil_temperature"
6870,2009,1,32.47,102.55,"32.47 102.55",10489,3500,"Boreal","Natural","Grassland","Deciduous",0.8,749,"IRGA","","Mature",1561,"32.47_102.55","None",4.75636363636364,NA,32.47,88.5,"Grassland",0,3.95282135009768,6.47235660318948,2009,-0.319898016875285,NA,-8.17062214902436
6871,2009,1,32.47,102.55,"32.47 102.55",10489,3500,"Boreal","Natural","Grassland","Deciduous",0.8,749,"IRGA","","Mature",1129,"32.47_102.55","None",4.75636363636364,NA,32.47,88.5,"Grassland",0,3.95282135009768,6.47235660318948,2009,-0.319898016875285,NA,-8.17062214902436
6877,2015.5,1,40.6,8.15,"40.6 8.15",10491,74,"Mediterranean","Managed","Shrubland","Deciduous",16.8,494,"IRGA","","Mature",795,"40.6_8.15","None",6.08444444444444,NA,40.6,NA,"Shrubland",0,NA,NA,NA,1.00818279120552,NA,NA
6881,2015.5,1,40,3.6,"40 3.6",10491,600,"Mediterranean","Managed","Shrubland","Evergreen",15.5,356,"IRGA","","Mature",549,"40_3.6","None",5.92181818181818,NA,40,NA,"Shrubland",0,NA,NA,NA,0.845556528579255,NA,NA
6897,2010.5,1,22.93,120.27,"22.93 120.27",10518,14,"Temperate","Managed","Evergreen Forest","Evergreen",24.3,1698,"IRGA","","Mature",1760,"22.93_120.27","None",3.75818181818182,NA,22.93,22.9,"Evergreen Forest",0,24.9980916341146,4.70933116243154,2010,-1.3180798350571,NA,12.8746481349926
6898,2010.5,1,22.93,120.27,"22.93 120.27",10518,13,"Temperate","Managed","Evergreen Forest","Evergreen",24.3,1698,"IRGA","","Mature",2000,"22.93_120.27","None",3.75818181818182,NA,22.93,22.9,"Evergreen Forest",0,24.9980916341146,4.70933116243154,2010,-1.3180798350571,NA,12.8746481349926
6899,2010.5,1,24.28,120.58,"24.28 120.58",10518,110,"Temperate","Managed","Evergreen Forest","Evergreen",23,1347,"IRGA","","Mature",1430,"24.28_120.58","None",6.56166666666667,NA,24.28,23.6,"Evergreen Forest",0,22.9982543945313,3.1395541083377,2010,1.48540501342775,NA,10.8748108954093
6900,2010.5,1,24.28,120.58,"24.28 120.58",10518,110,"Temperate","Managed","Evergreen Forest","Evergreen",23,1347,"IRGA","","Mature",1730,"24.28_120.58","None",6.56166666666667,NA,24.28,23.6,"Evergreen Forest",0,22.9982543945313,3.1395541083377,2010,1.48540501342775,NA,10.8748108954093
6901,2010.5,1,23.67,120.77,"23.67 120.77",10518,1150,"Temperate","Managed","Evergreen Forest","Evergreen",16.6,2635,"IRGA","","Mature",760,"23.67_120.77","None",6.56166666666667,NA,23.67,80.9,"Evergreen Forest",0,19.570194498698,4.70933116257041,2010,1.48540501342775,NA,7.44675099957597
6902,2010.5,1,23.67,120.77,"23.67 120.77",10518,1250,"Temperate","Managed","Evergreen Forest","Evergreen",16.6,2635,"IRGA","","Mature",700,"23.67_120.77","None",6.56166666666667,NA,23.67,80.9,"Evergreen Forest",0,19.570194498698,4.70933116257041,2010,1.48540501342775,NA,7.44675099957597
6903,2010.5,1,23.67,120.77,"23.67 120.77",10518,1370,"Temperate","Managed","Evergreen Forest","Evergreen",16.6,2635,"IRGA","","Mature",1220,"23.67_120.77","None",6.56166666666667,NA,23.67,80.9,"Evergreen Forest",0,19.570194498698,4.70933116257041,2010,1.48540501342775,NA,7.44675099957597
6914,2005,1,33.47,111.92,"33.47 111.92",11752,1350,"Temperate","Natural","Deciduous Forest","Deciduous",15.1,900,"IRGA","Exclusion","Aggrading",1105.15,"33.47_111.92","None",5.66,NA,33.47,46,"Deciduous Forest",0,13.0480895996094,4.00216191598998,2005,0.583738346761075,NA,0.924646100487363
6915,2005,1,33.47,111.92,"33.47 111.92",11752,1290,"Temperate","Natural","Deciduous Forest","Deciduous",15.1,900,"IRGA","Exclusion","Mature",779.12,"33.47_111.92","None",5.66,NA,33.47,46,"Deciduous Forest",0,13.0480895996094,4.00216191598998,2005,0.583738346761075,NA,0.924646100487363
6916,2005,1,33.47,111.92,"33.47 111.92",11752,1270,"Temperate","Natural","Mixed Forest","Mixed",15.1,900,"IRGA","Exclusion","Aggrading",821.23,"33.47_111.92","None",5.66,NA,33.47,46,"Mixed Forest",0,13.0480895996094,4.00216191598998,2005,0.583738346761075,NA,0.924646100487363
6917,2005,1,33.47,111.92,"33.47 111.92",11752,1290,"Temperate","Natural","Mixed Forest","Mixed",15.1,900,"IRGA","Exclusion","Aggrading",912.19,"33.47_111.92","None",5.66,NA,33.47,46,"Mixed Forest",0,13.0480895996094,4.00216191598998,2005,0.583738346761075,NA,0.924646100487363
6918,2005,1,33.47,111.92,"33.47 111.92",11752,1300,"Temperate","Natural","Deciduous Forest","Deciduous",15.1,900,"IRGA","Exclusion","Aggrading",899.5,"33.47_111.92","None",5.66,NA,33.47,46,"Deciduous Forest",0,13.0480895996094,4.00216191598998,2005,0.583738346761075,NA,0.924646100487363
6919,2005.5,2,27.67,114.62,"27.67 114.62",11754,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",6.63,1492.1875,"IRGA","","Aggrading",980,"27.67_114.62","None",6.63,1492.1875,27.67,41.7,"Evergreen Forest",0,18.6693105061849,4.00216191599173,2006,1.55373834676108,604.834617485429,6.54586700706286
6941,2009.5,1,23.15,112.51,"23.15 112.51",11766,200,"Subtropical","Natural","Evergreen Forest","Evergreen",21.4,1927,"IRGA","","Aggrading",1692.1,"23.15_112.51","None",6.6975,NA,23.15,39.9,"Evergreen Forest",0,21.9733520507813,5.65991166003644,2010,1.62123834676108,NA,9.84990855165927
6942,2009.5,1,23.15,112.51,"23.15 112.51",11766,200,"Subtropical","Natural","Mixed Forest","Mixed",21.4,1927,"IRGA","","Aggrading",1346.5,"23.15_112.51","None",6.6975,NA,23.15,39.9,"Mixed Forest",0,21.9733520507813,5.65991166003644,2010,1.62123834676108,NA,9.84990855165927
6943,2009.5,1,23.15,112.51,"23.15 112.51",11766,250,"Subtropical","Natural","Evergreen Forest","Evergreen",21.4,1927,"IRGA","","Mature",1415.9,"23.15_112.51","None",6.6975,NA,23.15,39.9,"Evergreen Forest",0,21.9733520507813,5.65991166003644,2010,1.62123834676108,NA,9.84990855165927
6948,2009,1,26.07,119.61,"26.07 119.61",11770,450,"Subtropical","Managed","Mixed Forest","Mixed",19.4,1413.7,"IRGA","","Aggrading",1029.34,"26.07_119.61","None",5.87666666666667,NA,26.07,39.1,"Mixed Forest",0,19.976096089681,3.51012820297426,2009,0.800405013427745,NA,7.85265259055896
6954,2006.5,3,37.87,112.55,"37.87 112.55",11772,1019,"Temperate","Natural","Shrubland","Deciduous",10,478.4,"IRGA","","Aggrading",1169,"37.87_112.55","None",3.95181818181818,354,37.87,NA,"Shrubland",0,12.7373443603516,6.47235660313984,2006,-1.12444347142075,-533.352882514571,0.613900861229563
6955,2006.5,3,37.87,112.55,"37.87 112.55",11772,1440,"Temperate","Natural","Shrubland","Deciduous",10,478.4,"IRGA","","Aggrading",1002,"37.87_112.55","None",3.95181818181818,354,37.87,NA,"Shrubland",0,12.7373443603516,6.47235660313984,2006,-1.12444347142075,-533.352882514571,0.613900861229563
6967,2008.5,2,21.5,100.83,"21.5 100.83",11780,NA,"Subtropical","Natural","Mixed Forest","Mixed",21.5,1557,"IRGA","","",1006.64,"21.5_100.83","None",7.44166666666667,NA,21.5,50.2,"Mixed Forest",0,20.4883387247722,3.33000000016102,2008,2.36540501342775,NA,8.36489522565016
6968,2008.5,2,21.5,100.83,"21.5 100.83",11780,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",21.5,1557,"IRGA","","",779.57,"21.5_100.83","None",7.44166666666667,NA,21.5,50.2,"Evergreen Forest",0,20.4883387247722,3.33000000016102,2008,2.36540501342775,NA,8.36489522565016
6973,2006.5,1,24.33,117.43,"24.33 117.43",11784,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",22,1859,"IRGA","","Aggrading",1328.3,"24.33_117.43","None",6.71833333333333,NA,24.33,37.9,"Evergreen Forest",0,20.5747467041016,4.70933116281914,2006,1.64207168009441,NA,8.45130320497956
6974,2006.5,1,24.33,117.43,"24.33 117.43",11784,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",22,1859,"IRGA","","Aggrading",1033.13,"24.33_117.43","None",6.71833333333333,NA,24.33,37.9,"Evergreen Forest",0,20.5747467041016,4.70933116281914,2006,1.64207168009441,NA,8.45130320497956
6975,2006.5,1,24.33,117.43,"24.33 117.43",11784,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",22,1859,"IRGA","","Aggrading",1271.54,"24.33_117.43","None",6.71833333333333,NA,24.33,37.9,"Evergreen Forest",0,20.5747467041016,4.70933116281914,2006,1.64207168009441,NA,8.45130320497956
6981,2003,1,21.93,101.27,"21.93 101.27",11786,720,"Tropical","Natural","Evergreen Forest","Evergreen",21.4,1557,"Gas Chromatography","","",1273.64,"21.93_101.27","None",7.72791666666667,NA,21.93,31.2,"Evergreen Forest",0,21.519672648112,4.70933116251743,2003,2.65165501342775,NA,9.39622914898996
6982,2003,1,21.93,101.27,"21.93 101.27",11786,720,"Tropical","Natural","Evergreen Forest","Evergreen",21.4,1557,"Gas Chromatography","","",1456.36,"21.93_101.27","None",7.72791666666667,NA,21.93,31.2,"Evergreen Forest",0,21.519672648112,4.70933116251743,2003,2.65165501342775,NA,9.39622914898996
6984,2001.5,1,32.33,119.67,"32.33 119.67",11790,NA,"Temperate","Managed","Deciduous Forest","Deciduous",5.63272727272727,747.166666666667,"Gas Chromatography","","Aggrading",1500,"32.33_119.67","None",5.63272727272727,747.166666666667,32.33,22.5,"Deciduous Forest",0,16.6787862141927,4.70933116242318,2002,0.556465619488345,-140.186215847904,4.55534271507067
6985,2004,3,31.98,119.23,"31.98 119.23",11793,170,"Temperate","Managed","Deciduous Forest","Deciduous",15.3,1055.6,"IRGA","","Aggrading",598.6,"31.98_119.23","None",6.36636363636364,NA,31.98,15,"Deciduous Forest",0,17.1596135457357,4.0021619160591,2004,1.29010198312472,NA,5.03617004661366
6986,2004,3,31.98,119.23,"31.98 119.23",11793,120,"Temperate","Managed","Evergreen Forest","Evergreen",15.3,1055.6,"IRGA","","Aggrading",547.5,"31.98_119.23","None",6.36636363636364,NA,31.98,15,"Evergreen Forest",0,17.1596135457357,4.0021619160591,2004,1.29010198312472,NA,5.03617004661366
6989,2007,1,28.1,113.02,"28.1 113.02",11794,70,"Subtropical","Natural","Evergreen Forest","Evergreen",17.2,1422,"IRGA","","Aggrading",561.36,"28.1_113.02","None",4.90813559322034,861.6,28.1,NA,"Evergreen Forest",0,19.9347702026367,2.22000000023775,2007,-0.168126060018585,-25.7528825145706,7.81132670351466
6990,2005,1,31.27,105.45,"31.27 105.45",11797,NA,"Subtropical","Managed","Mixed Forest","Mixed",17.3,825,"Gas Chromatography","","Aggrading",652.65,"31.27_105.45","None",6.45527272727273,NA,31.27,32.3,"Mixed Forest",0,17.2544698079427,6.47235660317224,2005,1.37901107403381,NA,5.13102630882067
6992,2004.5,1,31.27,105.45,"31.27 105.45",11798,NA,"Subtropical","Managed","Mixed Forest","Mixed",17.3,825,"Gas Chromatography","","Aggrading",522.1,"31.27_105.45","None",6.45527272727273,NA,31.27,32.3,"Mixed Forest",0,17.3170028686524,6.47235660317224,2004,1.37901107403381,NA,5.19355936953036
6993,2004.5,1,31.27,105.45,"31.27 105.45",11798,NA,"Subtropical","Managed","Grassland","Deciduous",17.3,825,"Gas Chromatography","","Aggrading",472.4,"31.27_105.45","None",6.45527272727273,NA,31.27,32.3,"Grassland",0,17.3170028686524,6.47235660317224,2004,1.37901107403381,NA,5.19355936953036
6995,2002.5,1.5,26.8,109.5,"26.8 109.5",11800,350,"Subtropical","Managed","Evergreen Forest","Evergreen",16.5,1300,"IRGA","","Aggrading",515.48,"26.8_109.5","None",6.86181818181818,NA,26.8,54.9,"Evergreen Forest",0,17.1812276204427,2.40390305306984e-10,2002,1.78555652857925,NA,5.05778412132067
6996,2002.5,1.5,26.8,109.5,"26.8 109.5",11800,350,"Subtropical","Managed","Evergreen Forest","Evergreen",16.5,1300,"IRGA","","Aggrading",286.82,"26.8_109.5","None",6.86181818181818,NA,26.8,54.9,"Evergreen Forest",0,17.1812276204427,2.40390305306984e-10,2002,1.78555652857925,NA,5.05778412132067
6997,2006.5,1,24.92,118.92,"24.92 118.92",11801,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",19.8,1250,"IRGA","","Aggrading",1026.69,"24.92_118.92","None",6.71833333333333,1642.08333333333,24.92,NA,"Evergreen Forest",0,NA,NA,NA,1.64207168009441,754.73045081876,NA
6998,2006.5,1,24.92,118.92,"24.92 118.92",11801,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",19.8,1250,"IRGA","","Aggrading",1468.33,"24.92_118.92","None",6.71833333333333,1642.08333333333,24.92,NA,"Evergreen Forest",0,NA,NA,NA,1.64207168009441,754.73045081876,NA
6999,2006.5,1,24.92,118.92,"24.92 118.92",11801,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",19.8,1250,"IRGA","","Aggrading",1210.99,"24.92_118.92","None",6.71833333333333,1642.08333333333,24.92,NA,"Evergreen Forest",0,NA,NA,NA,1.64207168009441,754.73045081876,NA
7007,2009,1,38.77,110.37,"38.77 110.37",11803,1224,"Temperate","Unmanaged","Grassland","Deciduous",8.4,437,"IRGA","Comparison","Aggrading",575.22,"38.77_110.37","None",3.44,NA,38.77,11.6,"Grassland",0,10.9933486938477,4.70933116263287,2009,-1.63626165323893,NA,-1.13009480527434
7008,2009,1,38.77,110.37,"38.77 110.37",11803,1219,"Temperate","Managed","Grassland","Deciduous",8.4,437,"IRGA","Comparison","Aggrading",473.04,"38.77_110.37","None",3.44,NA,38.77,11.6,"Grassland",0,10.9933486938477,4.70933116263287,2009,-1.63626165323893,NA,-1.13009480527434
7009,2009,1,38.77,110.37,"38.77 110.37",11803,1223,"Temperate","Managed","Grassland","Deciduous",8.4,437,"IRGA","Comparison","Aggrading",480.61,"38.77_110.37","None",3.44,NA,38.77,11.6,"Grassland",0,10.9933486938477,4.70933116263287,2009,-1.63626165323893,NA,-1.13009480527434
7012,2009,1,38.77,110.37,"38.77 110.37",11803,1183,"Temperate","Unmanaged","Grassland","Deciduous",8.4,437,"IRGA","Comparison","Aggrading",378.43,"38.77_110.37","None",3.44,NA,38.77,11.6,"Grassland",0,10.9933486938477,4.70933116263287,2009,-1.63626165323893,NA,-1.13009480527434
7013,2009,1,38.77,110.37,"38.77 110.37",11803,1183,"Temperate","Unmanaged","Grassland","Deciduous",8.4,437,"IRGA","Comparison","Aggrading",367.08,"38.77_110.37","None",3.44,NA,38.77,11.6,"Grassland",0,10.9933486938477,4.70933116263287,2009,-1.63626165323893,NA,-1.13009480527434
7041,2008,1,42.5,125,"42.5 125",11813,NA,"Temperate","Natural","Mixed Forest","Mixed",5.2,684.8,"IRGA","","Aggrading",433.08,"42.5_125","None",2.70424242424242,NA,42.5,69.3,"Mixed Forest",0,6.49338429768881,3.39809952972664e-10,2008,-2.3720192289965,NA,-5.63005920143323
7042,2006,1,35.02,112.47,"35.02 112.47",11814,410,"Temperate","Managed","Deciduous Forest","Deciduous",13.4,641.7,"IRGA","","Aggrading",946.09,"35.02_112.47","None",5.29454545454545,415.5,35.02,23,"Deciduous Forest",0,15.7379954020183,4.00216191550414,2006,0.218283801306525,-471.852882514571,3.61455190289626
7055,2008,1,31.58,102.58,"31.58 102.58",11818,3210,"Subtropical","Natural","Evergreen Forest","Evergreen",4.36909090909091,NA,"IRGA","","Mature",1004.24,"31.58_102.58","None",4.36909090909091,NA,31.58,93,"Evergreen Forest",0,4.12668507893881,3.13955410842638,2008,-0.707170744148015,NA,-7.99675842018323
7056,2008,1,31.58,102.58,"31.58 102.58",11818,3205,"Subtropical","Managed","Evergreen Forest","Evergreen",4.36909090909091,NA,"IRGA","","Aggrading",792.08,"31.58_102.58","None",4.36909090909091,NA,31.58,93,"Evergreen Forest",0,4.12668507893881,3.13955410842638,2008,-0.707170744148015,NA,-7.99675842018323
7057,2008,1,31.58,102.58,"31.58 102.58",11818,3230,"Subtropical","Managed","Evergreen Forest","Evergreen",4.36909090909091,NA,"IRGA","","Aggrading",975.32,"31.58_102.58","None",4.36909090909091,NA,31.58,93,"Evergreen Forest",0,4.12668507893881,3.13955410842638,2008,-0.707170744148015,NA,-7.99675842018323
7058,2008,1,31.58,102.58,"31.58 102.58",11818,3110,"Subtropical","Managed","Evergreen Forest","Evergreen",4.36909090909091,NA,"IRGA","","Aggrading",1070.2,"31.58_102.58","None",4.36909090909091,NA,31.58,93,"Evergreen Forest",0,4.12668507893881,3.13955410842638,2008,-0.707170744148015,NA,-7.99675842018323
7059,2009.5,1,22.58,114.22,"22.58 114.22",11819,NA,"Subtropical","Natural","Evergreen Forest","Evergreen",22.4,1948.4,"IRGA","","Mature",1751,"22.58_114.22","None",6.86083333333333,NA,22.58,47.4,"Evergreen Forest",0,22.990604654948,3.13955410871192,2010,1.78457168009441,NA,10.867161155826
7060,2009.5,1,22.58,114.22,"22.58 114.22",11819,NA,"Subtropical","Natural","Evergreen Forest","Evergreen",22.4,1948.4,"IRGA","","Mature",1852,"22.58_114.22","None",6.86083333333333,NA,22.58,47.4,"Evergreen Forest",0,22.990604654948,3.13955410871192,2010,1.78457168009441,NA,10.867161155826
7061,2009.5,1,22.58,114.22,"22.58 114.22",11819,NA,"Subtropical","Natural","Evergreen Forest","Evergreen",22.4,1948.4,"IRGA","","Mature",2058,"22.58_114.22","None",6.86083333333333,NA,22.58,47.4,"Evergreen Forest",0,22.990604654948,3.13955410871192,2010,1.78457168009441,NA,10.867161155826
7062,2009.5,1,25.28,113.43,"25.28 113.43",11819,NA,"Subtropical","Natural","Evergreen Forest","Evergreen",19,1700,"IRGA","","Mature",1083,"25.28_113.43","None",6.85416666666667,898.25,25.28,64.8,"Evergreen Forest",0,17.2441853841146,4.00216191602301,2010,1.77790501342774,10.8971174854294,5.12074188499257
7063,2009.5,1,25.28,113.43,"25.28 113.43",11819,NA,"Subtropical","Natural","Evergreen Forest","Evergreen",19,1700,"IRGA","","Mature",1572,"25.28_113.43","None",6.85416666666667,898.25,25.28,64.8,"Evergreen Forest",0,17.2441853841146,4.00216191602301,2010,1.77790501342774,10.8971174854294,5.12074188499257
7064,2009.5,1,29.8,121.8,"29.8 121.8",11819,NA,"Subtropical","Natural","Evergreen Forest","Evergreen",16.2,1374.7,"IRGA","","Mature",1220,"29.8_121.8","None",4.96666666666667,NA,29.8,44.9,"Evergreen Forest",0,17.3307739257813,3.13348460646924e-10,2010,-0.109594986572255,NA,5.20733042665927
7065,2009.5,1,29.8,121.8,"29.8 121.8",11819,NA,"Subtropical","Natural","Evergreen Forest","Evergreen",16.2,1374.7,"IRGA","","Mature",1077,"29.8_121.8","None",4.96666666666667,NA,29.8,44.9,"Evergreen Forest",0,17.3307739257813,3.13348460646924e-10,2010,-0.109594986572255,NA,5.20733042665927
7066,2009.5,1,29.8,121.8,"29.8 121.8",11819,NA,"Subtropical","Natural","Evergreen Forest","Evergreen",16.2,1374.7,"IRGA","","Mature",1346,"29.8_121.8","None",4.96666666666667,NA,29.8,44.9,"Evergreen Forest",0,17.3307739257813,3.13348460646924e-10,2010,-0.109594986572255,NA,5.20733042665927
7067,1999,1,26.74,115.07,"26.74 115.07",11820,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",18.6,1361,"IRGA","","Aggrading",932.45,"26.74_115.07","None",6.32083333333333,NA,26.74,16.8,"Evergreen Forest",0,19.6791422526042,5.54999999976528,1999,1.24457168009441,NA,7.55569875348217
7071,2007,1,28.1,113.02,"28.1 113.02",11821,75,"Subtropical","Unmanaged","Evergreen Forest","Evergreen",17.2,1422,"IRGA","","Aggrading",495.75,"28.1_113.02","None",4.90813559322034,861.6,28.1,NA,"Evergreen Forest",0,19.9347702026367,2.22000000023775,2007,-0.168126060018585,-25.7528825145706,7.81132670351466
7072,2008,1,28.1,113.02,"28.1 113.02",11821,75,"Subtropical","Unmanaged","Evergreen Forest","Evergreen",17.2,1422,"IRGA","","Aggrading",488.18,"28.1_113.02","None",4.90813559322034,861.6,28.1,NA,"Evergreen Forest",0,19.1149663289388,2.22000000023775,2008,-0.168126060018585,-25.7528825145706,6.99152282981676
7074,2009,1,32.04,118.5,"32.04 118.5",11823,NA,"Tropical","Unmanaged","Deciduous Forest","Deciduous",15.7,950,"IRGA","","Mature",916.95,"32.04_118.5","None",6.13818181818182,NA,32.04,17.4,"Deciduous Forest",0,16.6531794230144,4.43999999988633,2009,1.0619201649429,NA,4.52973592389236
7075,2009,1,32.04,118.5,"32.04 118.5",11823,NA,"Tropical","Unmanaged","Grassland","Deciduous",15.7,950,"IRGA","","Mature",1562.93,"32.04_118.5","None",6.13818181818182,NA,32.04,17.4,"Grassland",1,16.6531794230144,4.43999999988633,2009,1.0619201649429,NA,4.52973592389236
7076,2009,1,32.04,118.5,"32.04 118.5",11823,NA,"Tropical","Unmanaged","Shrubland","Evergreen",15.7,950,"IRGA","","Mature",957.44,"32.04_118.5","None",6.13818181818182,NA,32.04,17.4,"Shrubland",0,16.6531794230144,4.43999999988633,2009,1.0619201649429,NA,4.52973592389236
7083,1998,1,43.93,-71.75,"43.93 -71.75",11826,598,"Temperate","Natural","Deciduous Forest","Deciduous",2.82844155844156,NA,"Gas Chromatography","","Mature",2.69,"43.93_-71.75","None",2.82844155844156,NA,43.93,172.4,"Deciduous Forest",0,NA,NA,NA,-2.24782009479737,NA,NA
7084,1999,1,43.93,-71.75,"43.93 -71.75",11826,598,"Temperate","Natural","Deciduous Forest","Deciduous",2.82844155844156,NA,"Gas Chromatography","","Mature",4.44,"43.93_-71.75","None",2.82844155844156,NA,43.93,172.4,"Deciduous Forest",0,NA,NA,NA,-2.24782009479737,NA,NA
7085,2000,1,43.93,-71.75,"43.93 -71.75",11826,598,"Temperate","Natural","Deciduous Forest","Deciduous",2.82844155844156,NA,"Gas Chromatography","","Mature",2.85,"43.93_-71.75","None",2.82844155844156,NA,43.93,172.4,"Deciduous Forest",0,NA,NA,NA,-2.24782009479737,NA,NA
7086,1998,1,43.93,-71.75,"43.93 -71.75",11826,598,"Temperate","Natural","Deciduous Forest","Deciduous",2.82844155844156,NA,"Gas Chromatography","","Mature",2.69,"43.93_-71.75","None",2.82844155844156,NA,43.93,172.4,"Deciduous Forest",0,NA,NA,NA,-2.24782009479737,NA,NA
7087,1999,1,43.93,-71.75,"43.93 -71.75",11826,598,"Temperate","Natural","Deciduous Forest","Deciduous",2.82844155844156,NA,"Gas Chromatography","","Mature",4.44,"43.93_-71.75","None",2.82844155844156,NA,43.93,172.4,"Deciduous Forest",0,NA,NA,NA,-2.24782009479737,NA,NA
7088,2000,1,43.93,-71.75,"43.93 -71.75",11826,598,"Temperate","Natural","Deciduous Forest","Deciduous",2.82844155844156,NA,"Gas Chromatography","","Mature",2.85,"43.93_-71.75","None",2.82844155844156,NA,43.93,172.4,"Deciduous Forest",0,NA,NA,NA,-2.24782009479737,NA,NA
7091,2011,1,77.84,166.68,"-77.84 166.68",11828,NA,"Arctic","Natural","Tundra","Deciduous",9.06,NA,"Gas Chromatography","","",18.98,"-77.84_166.68","None",9.06,NA,-77.84,NA,"Tundra",0,NA,NA,NA,3.98373834676108,NA,NA
7150,2009.5,2,29.49,112.23,"29.49 112.23",11877,NA,"Subtropical","Managed","Wetland","Deciduous",16,1200,"IRGA","","Aggrading",572.28,"29.49_112.23","None",5.51166666666667,NA,29.49,NA,"Wetland",0,18.0583129882813,3.51012820304322,2010,0.435405013427745,NA,5.93486948915927
7156,2008,1,45.81,8.62,"45.81 8.62",11885,209,"Mediterranean","Managed","Deciduous Forest","Deciduous",12,1580,"IRGA","TBCA","Aggrading",1286.68,"45.81_8.62","None",4.34,1767.5,45.81,NA,"Deciduous Forest",0,11.4323491414388,2.48203545496572,2008,-0.736261653238925,880.147117485429,-0.691094357683236
7178,2012,1,32.4,-84.87,"32.4 -84.87",11895,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",12.8,1180,"IRGA","","Aggrading",1200,"32.4_-84.87","None",18.5908333333333,NA,32.4,47,"Evergreen Forest",0,NA,NA,NA,13.5145716800944,NA,NA
7179,2012,1,32.37,-84.78,"32.37 -84.78",11895,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",12.8,1180,"IRGA","","Aggrading",1250,"32.37_-84.78","None",18.5908333333333,NA,32.37,54,"Evergreen Forest",0,NA,NA,NA,13.5145716800944,NA,NA
7180,2012,1,32.38,-84.88,"32.38 -84.88",11895,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",12.8,1180,"IRGA","","Aggrading",1309.62,"32.38_-84.88","None",5.3375,NA,32.38,45.2,"Evergreen Forest",0,NA,NA,NA,0.261238346761076,NA,NA
7181,2012,1,32.36,-84.79,"32.36 -84.79",11895,NA,"Subtropical","Managed","Evergreen Forest","Evergreen",12.8,1180,"IRGA","","Aggrading",1390,"32.36_-84.79","None",5.3375,NA,32.36,51.2,"Evergreen Forest",0,NA,NA,NA,0.261238346761076,NA,NA
7182,2013,1,27.46,-81.75,"27.46 -81.75",11897,NA,"Subtropical","Managed","Grassland","Deciduous",16.7,1650,"IRGA","Exclusion","Aggrading",1122.87,"27.46_-81.75","None",20.16,1041.66666666667,27.46,57.4,"Grassland",0,NA,NA,NA,15.0837383467611,154.313784152099,NA
7199,2011,1,35.22,107.67,"35.22 107.67",11914,1095,"Temperate","Managed","Deciduous Forest","Deciduous",9.4,560,"IRGA","","Aggrading",635,"35.22_107.67","None",2.96833333333333,NA,35.22,28.8,"Deciduous Forest",0,11.6655848185222,4.00216191552864,2011,-2.10792831990559,NA,-0.457858680599836
7200,2011,1,35.22,107.67,"35.22 107.67",11914,1095,"Temperate","Managed","Grassland","Deciduous",9.4,560,"IRGA","","Aggrading",542,"35.22_107.67","None",2.96833333333333,NA,35.22,28.8,"Grassland",0,11.6655848185222,4.00216191552864,2011,-2.10792831990559,NA,-0.457858680599836
7203,2012,1,35.22,107.67,"35.22 107.67",11914,1095,"Temperate","Managed","Deciduous Forest","Deciduous",9.4,560,"IRGA","","Aggrading",745,"35.22_107.67","None",2.96833333333333,NA,35.22,28.8,"Deciduous Forest",0,11.4153559366862,4.00216191552864,2012,-2.10792831990559,NA,-0.708087562435836
7204,2012,1,35.22,107.67,"35.22 107.67",11914,1095,"Temperate","Managed","Grassland","Deciduous",9.4,560,"IRGA","","Aggrading",602,"35.22_107.67","None",2.96833333333333,NA,35.22,28.8,"Grassland",0,11.4153559366862,4.00216191552864,2012,-2.10792831990559,NA,-0.708087562435836
7207,2013,1,35.22,107.67,"35.22 107.67",11914,1095,"Temperate","Managed","Deciduous Forest","Deciduous",9.4,560,"IRGA","","Aggrading",961,"35.22_107.67","None",2.96833333333333,NA,35.22,28.8,"Deciduous Forest",0,12.8642466227214,4.00216191552864,2013,-2.10792831990559,NA,0.740803123599363
7208,2013,1,35.22,107.67,"35.22 107.67",11914,1095,"Temperate","Managed","Grassland","Deciduous",9.4,560,"IRGA","","Aggrading",605,"35.22_107.67","None",2.96833333333333,NA,35.22,28.8,"Grassland",0,12.8642466227214,4.00216191552864,2013,-2.10792831990559,NA,0.740803123599363
