"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site_name","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Rh_annual","Ra_annual","Manipulation","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","Ecosystem_type2","Outlier_rh","Outlier_ra","Mean.Temp.","Mean.Precip.","delta.Mean.Temp.","delta.Mean.Precip."
1707,1998,1,43.28,-89.37,"Goose Pond Sanctuary",1958,305,"Temperate","Natural","Grassland","Deciduous",7.6,791,"IRGA","","Mature",2800,NA,NA,"None",1.33,NA,16,59,25,"Grassland",0,0,2.66416666666667,816.454545454545,-2.63544603998613,-177.086794854923
1712,1999,1,43.28,-89.37,"Goose Pond Sanctuary",1958,305,"Temperate","Natural","Grassland","Deciduous",7.6,791,"IRGA","","Mature",1200,NA,NA,"None",1.33,NA,16,59,25,"Grassland",0,0,2.47833333333333,671.583333333333,-2.82127937331947,-321.958006976135
1840,2000.5,1,31.33,35.05,"Yatir Forest",4442,650,"Temperate","Managed","Forest","Evergreen",NA,280,"IRGA","","Aggrading",447,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.09583333333333,150,0.796220626680535,-843.541340309468
1841,2001.5,1,31.33,35.05,"Yatir Forest",4442,650,"Temperate","Managed","Forest","Evergreen",NA,280,"IRGA","","Aggrading",440,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.22,161.666666666667,0.920387293347201,-831.874673642802
1842,2002.5,1,31.33,35.05,"Yatir Forest",4442,650,"Temperate","Managed","Forest","Evergreen",NA,280,"IRGA","","Aggrading",454,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.15416666666667,262.666666666667,0.854553960013869,-730.874673642802
1843,2003.5,1,31.33,35.05,"Yatir Forest",4442,650,"Temperate","Managed","Forest","Evergreen",NA,280,"IRGA","","Aggrading",364,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.09416666666667,110.166666666667,0.794553960013869,-883.374673642802
1844,2004.5,1,31.33,35.05,"Yatir Forest",4442,650,"Temperate","Managed","Forest","Evergreen",NA,280,"IRGA","","Aggrading",424,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.06833333333333,194,0.768720626680535,-799.541340309468
1845,2005.5,1,31.33,35.05,"Yatir Forest",4442,650,"Temperate","Managed","Forest","Evergreen",NA,280,"IRGA","","Aggrading",307,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.34181818181818,129.333333333333,-1.95779452483462,-864.208006976135
1877,2000,1,51.08,10.45,"National Park Hainich",4383,440,"Temperate","Natural","Forest","Deciduous",8.4,899,"IRGA","","Mature",892,NA,NA,"None",NA,NA,4,56,40,"Forest",0,0,11.09,497.8,5.7903872933472,-495.741340309468
1878,2001,1,51.08,10.45,"National Park Hainich",4383,440,"Temperate","Natural","Forest","Deciduous",8.4,899,"IRGA","","Mature",870,NA,NA,"None",NA,NA,4,56,40,"Forest",0,0,2.03818181818182,907.583333333333,-3.26143088847098,-85.9580069761349
1879,2002,1,51.08,10.45,"National Park Hainich",4383,440,"Temperate","Natural","Forest","Deciduous",8.4,899,"IRGA","","Mature",876,NA,NA,"None",NA,NA,4,56,40,"Forest",0,0,2.50909090909091,571.75,-2.79052179756189,-421.791340309468
2042,1999,1,45.59,-84.71,"University of Michigan Biological Station",2904,NA,"Temperate","Natural","Forest","Deciduous",5.5,817,"IRGA","","Mature",1116,NA,NA,"None",NA,NA,93,6,1,"Forest",0,0,2.72,862.75,-2.5796127066528,-130.791340309468
2043,2000,1,45.59,-84.71,"University of Michigan Biological Station",2904,NA,"Temperate","Natural","Forest","Deciduous",5.5,817,"IRGA","","Mature",987,NA,NA,"None",NA,NA,93,6,1,"Forest",0,0,2.827,849.916666666667,-2.4726127066528,-143.624673642802
2044,2001,1,45.59,-84.71,"University of Michigan Biological Station",2904,NA,"Temperate","Natural","Forest","Deciduous",5.5,817,"IRGA","","Mature",1005,NA,NA,"None",NA,NA,93,6,1,"Forest",0,0,4.10555555555556,801.090909090909,-1.19405715109724,-192.450431218559
2045,2002,1,45.59,-84.71,"University of Michigan Biological Station",2904,NA,"Temperate","Natural","Forest","Deciduous",5.5,817,"IRGA","","Mature",946,NA,NA,"None",NA,NA,93,6,1,"Forest",0,0,4.007,801.090909090909,-1.2926127066528,-192.450431218559
2046,2003,1,45.59,-84.71,"University of Michigan Biological Station",2904,NA,"Temperate","Natural","Forest","Deciduous",5.5,817,"IRGA","","Mature",960,NA,NA,"None",NA,NA,93,6,1,"Forest",0,0,2.577,693.5,-2.7226127066528,-300.041340309468
2079,1999,1,50.09,11.52,"Weidenbrunnen",2960,772,"Temperate","Natural","Forest","Evergreen",6,1019,"IRGA","","Mature",545,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.30454545454545,644.583333333333,-1.99506725210734,-348.958006976135
2081,1999,3,45.56,-84.71,"University of Michigan Biological Station",2960,234,"Temperate","Natural","Forest","Mixed",6.2,750,"IRGA","","Mature",1132,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.72,862.75,-2.5796127066528,-130.791340309468
2084,1998,5,48.67,7.08,"Hesse Forest",2960,300,"Mediterranean","Unmanaged","Forest","Deciduous",9.7,950,"IRGA","","Mature",611,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.90909090909091,991.916666666667,-1.39052179756189,-1.62467364280167
2108,2003.5,2,42.2,1.45,"Alinya",4212,1765,"Temperate","Natural","Grassland","Deciduous",6.5,700,"IRGA","","Mature",494,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,4.40181818181818,360,-0.897794524834616,-633.541340309468
2116,2003,1,47.62,12.58,"Berchtesgaden 1",4212,620,"Temperate","Natural","Grassland","Deciduous",8.3,1665,"IRGA","","Mature",1378,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,3.43818181818182,1192.4,-1.86143088847098,198.858659690532
2117,2003,1,47.62,12.58,"Berchtesgaden 2",4212,620,"Temperate","Natural","Grassland","Deciduous",8.3,1665,"IRGA","","Mature",907,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,3.43818181818182,1192.4,-1.86143088847098,198.858659690532
2141,2002,1,48.67,7.08,"Hesse Forest",3068,305,"Temperate","Natural","Forest","Deciduous",10.5,1150,"IRGA","","Aggrading",980,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.99090909090909,873.583333333333,-1.30870361574371,-119.958006976135
2303,2003,1,41.22,0.92,"Prades Mountain",3730,930,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",857,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.08090909090909,360,0.781296384256293,-633.541340309468
2490,2001.5,1,42.18,-93.5,"Story County",3317,NA,"Temperate","Unmanaged","Grassland","Deciduous",9.2,865,"IRGA","","Aggrading",1300,NA,NA,"None",1.02,NA,NA,NA,NA,"Grassland",0,0,3.90090909090909,329.333333333333,-1.39870361574371,-664.208006976135
2491,2001.5,1,42.18,-93.5,"Story County",3317,NA,"Temperate","Unmanaged","Grassland","Deciduous",9.2,865,"IRGA","","Aggrading",1260,NA,NA,"None",1.27,NA,NA,NA,NA,"Grassland",0,0,3.90090909090909,329.333333333333,-1.39870361574371,-664.208006976135
2492,2001.5,1,42.18,-93.5,"Story County",3317,NA,"Temperate","Unmanaged","Grassland","Deciduous",9.2,865,"IRGA","","Aggrading",940,NA,NA,"None",1.16,NA,NA,NA,NA,"Grassland",0,0,3.90090909090909,329.333333333333,-1.39870361574371,-664.208006976135
2493,2001.5,1,42.18,-93.5,"Story County",3317,NA,"Temperate","Unmanaged","Grassland","Deciduous",9.2,865,"IRGA","","Aggrading",730,NA,NA,"None",1.28,NA,NA,NA,NA,"Grassland",0,0,3.90090909090909,329.333333333333,-1.39870361574371,-664.208006976135
2642,1996,1,35.96,-84.28,"Oak Ridge",3342,335,"Temperate","Natural","Forest","Evergreen",12.8,1470,"IRGA","","Mature",863,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.005,1599.58333333333,-0.294612706652798,606.041993023865
2741,2004.5,1,31.7,103.87,"Dagou",3676,1987,"Temperate","Managed","Forest","Evergreen",8.9,900,"IRGA","","Aggrading",435,NA,NA,"None",1.02,NA,NA,NA,NA,"Forest",0,0,6.09090909090909,776.416666666667,0.791296384256293,-217.124673642802
2742,2004.5,1,31.7,103.87,"Dagou",3676,1987,"Temperate","Natural","Forest","Deciduous",8.9,900,"IRGA","","Aggrading",458,NA,NA,"None",1.1,NA,NA,NA,NA,"Forest",0,0,6.09090909090909,776.416666666667,0.791296384256293,-217.124673642802
2744,1999.5,3,39.14,-96.53,"Rannels Flint Hills Prairie Preserve",3515,324,"Temperate","Natural","Grassland","Deciduous",NA,840,"IRGA","","Mature",633,NA,NA,"None",1.1,NA,NA,NA,NA,"Grassland",0,0,4.44583333333333,329.333333333333,-0.853779373319465,-664.208006976135
2886,1999,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",1000,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.70166666666667,717.75,-1.59794603998613,-275.791340309468
2887,2000,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",1090,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.22,717.75,-2.0796127066528,-275.791340309468
2888,2001,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",1080,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.64083333333333,855.083333333333,-1.65877937331947,-138.458006976135
2889,2002,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",878,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.89583333333333,801.090909090909,-1.40377937331946,-192.450431218559
2890,1999,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",1041,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.70166666666667,717.75,-1.59794603998613,-275.791340309468
2891,2000,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",1332,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.22,717.75,-2.0796127066528,-275.791340309468
2892,2001,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",1263,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.64083333333333,855.083333333333,-1.65877937331947,-138.458006976135
2893,2002,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",1240,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.89583333333333,801.090909090909,-1.40377937331946,-192.450431218559
2894,2002,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",1266,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.89583333333333,801.090909090909,-1.40377937331946,-192.450431218559
2895,2002,1,39.32,-86.42,"Morgan-Monroe State Forest",3660,275,"Temperate","Natural","Forest","Deciduous",10.8,1094,"IRGA","","Mature",1160,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.89583333333333,801.090909090909,-1.40377937331946,-192.450431218559
3238,1995,1,42.75,-76.02,"Labrador Hollow Unique Area",2565,NA,"Temperate","Natural","Forest","Mixed",6.5,1170,"Gas chromatography","Subtraction","Mature",371,234,137,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.001,813.166666666667,-1.2986127066528,-180.374673642802
3239,1996,1,42.75,-76.02,"Labrador Hollow Unique Area",2565,NA,"Temperate","Natural","Forest","Mixed",6.5,1170,"Gas chromatography","Subtraction","Mature",403,254,149,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.189,1218.25,-2.1106127066528,224.708659690532
3243,2005,1.5,41.55,-83.84,"Oak Openings Preserve",3307,NA,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",1383,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.685,668.833333333333,-1.6146127066528,-324.708006976135
3299,1996.5,1,39.1,-96.55,"Konza Prairie",1273,340,"Temperate","Natural","Grassland","Deciduous",NA,NA,"IRGA","","Mature",1347,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,3.8225,540.75,-1.4771127066528,-452.791340309468
3492,2006.5,2,38.1,-1.8,"Cehegin",4687,512,"Mediterranean","Natural","Forest","Evergreen",15.5,370,"IRGA","","Mature",766,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.56416666666667,213.25,0.264553960013869,-780.291340309468
3493,2006.5,2,38.1,-1.8,"Cehegin",4687,512,"Mediterranean","Unmanaged","Shrubland","Evergreen",15.5,370,"IRGA","","Aggrading",648,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,5.56416666666667,213.25,0.264553960013869,-780.291340309468
3494,2006.5,2,38.1,-1.8,"Cehegin",4687,512,"Mediterranean","Managed","Forest","Evergreen",15.5,370,"IRGA","","Mature",427,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.56416666666667,213.25,0.264553960013869,-780.291340309468
3539,2005,1,47.58055556,11.63916667,"",5114,910,"Temperate","Natural","Forest","Evergreen",5.7,1480,"IRGA","Exclusion","Mature",622,388.75,233.25,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.40272727272727,1255.83333333333,-1.89688543392553,262.291993023865
3540,2006,1,47.58055556,11.63916667,"",5114,910,"Temperate","Natural","Forest","Evergreen",5.7,1480,"IRGA","Exclusion","Mature",622,388.75,233.25,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.22727272727273,1059.08333333333,-3.07233997938007,65.541993023865
3543,2004,1,24.53333333,101.0166667,"Ailao Mountains Nature Preserve",5113,2476,"Subtropical","Natural","Forest","Evergreen",11.3,1840,"IRGA","Comparison","Mature",992,664.64,327.36,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.83272727272727,688.583333333333,-1.46688543392553,-304.958006976135
3551,2005,1,24.53333333,101.0166667,"Ailao Mountains Nature Preserve",5113,2476,"Subtropical","Natural","Forest","Evergreen",11.3,1840,"IRGA","Comparison","Mature",714,478.38,235.62,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.29083333333333,649,-0.00877937331946477,-344.541340309468
3559,2006,1,24.53333333,101.0166667,"Ailao Mountains Nature Preserve",5113,2476,"Subtropical","Natural","Forest","Evergreen",11.3,1840,"IRGA","Comparison","Mature",822,550.74,271.26,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.22,658.583333333333,-2.0796127066528,-334.958006976135
3587,2003.5,4,41.3,1.816666667,"Garraf",4725,210,"Temperate","Natural","Shrubland","Deciduous",15.6,NA,"IRGA","","Aggrading",440,NA,NA,"None",0.77,12.8,NA,NA,NA,"Shrubland",0,0,13.424,511.25,8.1243872933472,-482.291340309468
3728,2000.5,1,31.333,35.05,"Yatir Forest",4864,650,"Temperate","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","","Mature",446.8,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.09583333333333,150,0.796220626680535,-843.541340309468
3729,2001.5,1,31.333,35.05,"Yatir Forest",4864,650,"Temperate","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","","Mature",440,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.22,161.666666666667,0.920387293347201,-831.874673642802
3730,2002.5,1,31.333,35.05,"Yatir Forest",4864,650,"Temperate","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","","Mature",453.8,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.15416666666667,262.666666666667,0.854553960013869,-730.874673642802
3731,2003.5,1,31.333,35.05,"Yatir Forest",4864,650,"Temperate","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","","Mature",364.3,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.09416666666667,110.166666666667,0.794553960013869,-883.374673642802
3732,2004.5,1,31.333,35.05,"Yatir Forest",4864,650,"Temperate","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","","Mature",423.5,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.06833333333333,194,0.768720626680535,-799.541340309468
3733,2005.5,1,31.333,35.05,"Yatir Forest",4864,650,"Temperate","Unmanaged","Forest","Evergreen",NA,NA,"IRGA","","Mature",306.9,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.34181818181818,129.333333333333,-1.95779452483462,-864.208006976135
3794,2002,1,43.07,-89.82,"",4756,NA,"Temperate","Managed","Grassland","Deciduous",NA,NA,"IRGA","","Mature",964,NA,NA,"None",1.39,NA,41,41,18,"Grassland",0,0,19.965,599.583333333333,14.6653872933472,-393.958006976135
3795,2002,1,43.07,-89.82,"",4756,NA,"Temperate","Managed","Grassland","Deciduous",NA,NA,"IRGA","","Mature",816,NA,NA,"None",1.34,NA,42,43,15,"Grassland",0,0,19.965,599.583333333333,14.6653872933472,-393.958006976135
3843,2004,1,43.74138889,3.595833333,"Puéchabon State Forest",5587,270,"Temperate","Managed","Forest","Evergreen",13.5,908,"IRGA","","Mature",758,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.56545454545455,500.666666666667,0.265841838801747,-492.874673642802
3845,2005,1,43.74138889,3.595833333,"Puéchabon State Forest",5587,270,"Temperate","Managed","Forest","Evergreen",13.5,908,"IRGA","","Mature",800,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.47,394.666666666667,0.170387293347201,-598.874673642802
3970,2008,1,31,110.5,"Zigui County Experimental Station",5474,382.5,"Subtropical","Unmanaged","Forest","Evergreen",18,1164,"IRGA","","Aggrading",185,NA,NA,"None",1.35,NA,65,23,13,"Forest",0,0,5.49,1120.08333333333,0.190387293347202,126.541993023865
4121,1997.5,1,39.08222222,-96.56027778,"Konza Prairie Biological Station",5322,439,"Temperate","Natural","Grassland","Deciduous",NA,856,"IRGA","","Mature",1354,NA,NA,"None",1.1,NA,NA,NA,NA,"Grassland",0,0,4.01333333333333,540.75,-1.28627937331946,-452.791340309468
4122,1997.5,1,39.08222222,-96.56027778,"Konza Prairie Biological Station",5322,439,"Temperate","Natural","Grassland","Deciduous",NA,856,"IRGA","","Mature",1185,NA,NA,"None",1.1,NA,NA,NA,NA,"Grassland",0,0,4.01333333333333,540.75,-1.28627937331946,-452.791340309468
4123,1998.5,1,39.08222222,-96.56027778,"Konza Prairie Biological Station",5322,439,"Temperate","Natural","Grassland","Deciduous",NA,856,"IRGA","","Mature",1666,NA,NA,"None",1.1,NA,NA,NA,NA,"Grassland",0,0,4.11166666666667,329.333333333333,-1.18794603998613,-664.208006976135
4124,1998.5,1,39.08222222,-96.56027778,"Konza Prairie Biological Station",5322,439,"Temperate","Natural","Grassland","Deciduous",NA,856,"IRGA","","Mature",1495,NA,NA,"None",1.1,NA,NA,NA,NA,"Grassland",0,0,4.11166666666667,329.333333333333,-1.18794603998613,-664.208006976135
4125,2004.5,3,39.15,-78.1,"Blady Experimental Farm",5436,NA,"Temperate","Unmanaged","Grassland","Deciduous",11.8,940,"IRGA","","Aggrading",1093,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,3.56833333333333,680,-1.73127937331946,-313.541340309468
4126,2005.5,1.5,39.15,-78.1,"Blady Experimental Farm",5436,NA,"Temperate","Unmanaged","Grassland","Deciduous",11.8,940,"IRGA","","Aggrading",1093,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,4.1925,896.363636363636,-1.1071127066528,-97.1777039458319
4127,2004.5,3,39.15,-78.1,"Blady Experimental Farm",5436,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1096,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,3.56833333333333,680,-1.73127937331946,-313.541340309468
4128,2004.5,3,39.15,-78.1,"Blady Experimental Farm",5436,NA,"Temperate","Unmanaged","Shrubland","Deciduous",11.8,940,"IRGA","","Aggrading",1096,NA,NA,"None",NA,NA,NA,NA,NA,"Shrubland",0,0,3.56833333333333,680,-1.73127937331946,-313.541340309468
4129,2004.5,3,39.15,-78.1,"Blady Experimental Farm",5436,NA,"Temperate","Natural","Forest","Deciduous",11.8,940,"IRGA","","Mature",1087,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.56833333333333,680,-1.73127937331946,-313.541340309468
4130,2005.5,1.5,39.15,-78.1,"Blady Experimental Farm",5436,NA,"Temperate","Natural","Forest","Deciduous",11.8,940,"IRGA","","Mature",1087,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.1925,896.363636363636,-1.1071127066528,-97.1777039458319
4266,2000,1,51.07944444,10.45222222,"Hainich National Park",5688,440,"Temperate","Natural","Forest","Deciduous",7.75,775,"IRGA","Exclusion","Mature",914,432,482,"None",0.99,NA,NA,NA,NA,"Forest",0,0,11.09,497.8,5.7903872933472,-495.741340309468
4267,2001,1,51.07944444,10.45222222,"Hainich National Park",5688,440,"Temperate","Natural","Forest","Deciduous",7.75,775,"IRGA","Exclusion","Mature",850,408,442,"None",0.99,NA,NA,NA,NA,"Forest",0,0,2.03818181818182,907.583333333333,-3.26143088847098,-85.9580069761349
4268,2002,1,51.07944444,10.45222222,"Hainich National Park",5688,440,"Temperate","Natural","Forest","Deciduous",7.75,775,"IRGA","Exclusion","Mature",889,430,459,"None",0.99,NA,NA,NA,NA,"Forest",0,0,2.50909090909091,571.75,-2.79052179756189,-421.791340309468
4269,2003,1,51.07944444,10.45222222,"Hainich National Park",5688,440,"Temperate","Natural","Forest","Deciduous",7.75,775,"IRGA","Exclusion","Mature",716,385,331,"None",0.99,NA,NA,NA,NA,"Forest",0,0,2.95,571.75,-2.3496127066528,-421.791340309468
4270,2004,1,51.07944444,10.45222222,"Hainich National Park",5688,440,"Temperate","Natural","Forest","Deciduous",7.75,775,"IRGA","Exclusion","Mature",846,437,409,"None",0.99,NA,NA,NA,NA,"Forest",0,0,2.10909090909091,571.75,-3.19052179756189,-421.791340309468
4271,2005,1,51.07944444,10.45222222,"Hainich National Park",5688,440,"Temperate","Natural","Forest","Deciduous",7.75,775,"IRGA","Exclusion","Mature",980,474,506,"None",0.99,NA,NA,NA,NA,"Forest",0,0,2.83545454545455,534.583333333333,-2.46415816119825,-458.958006976135
4272,2006,1,51.07944444,10.45222222,"Hainich National Park",5688,440,"Temperate","Natural","Forest","Deciduous",7.75,775,"IRGA","Exclusion","Mature",869,454,415,"None",0.99,NA,NA,NA,NA,"Forest",0,0,11.09,826.5,5.7903872933472,-167.041340309468
4273,2007,1,51.07944444,10.45222222,"Hainich National Park",5688,440,"Temperate","Natural","Forest","Deciduous",7.75,775,"IRGA","Exclusion","Mature",951,497,454,"None",0.99,NA,NA,NA,NA,"Forest",0,0,11.09,826.5,5.7903872933472,-167.041340309468
4278,2006.5,2,38.1,-1.8,"",5666,640,"Temperate","Natural","Forest","Evergreen",15.5,370,"IRGA","","Mature",766,NA,NA,"None",NA,15.4,NA,NA,NA,"Forest",0,0,5.56416666666667,213.25,0.264553960013869,-780.291340309468
4279,2006.5,2,38.1,-1.8,"",5666,640,"Temperate","Unmanaged","Forest","Evergreen",15.5,370,"IRGA","","Aggrading",648,NA,NA,"None",NA,11,NA,NA,NA,"Forest",0,0,5.56416666666667,213.25,0.264553960013869,-780.291340309468
4280,2006.5,2,38.1,-1.8,"",5666,640,"Temperate","Managed","Forest","Deciduous",15.5,370,"IRGA","","Mature",427,NA,NA,"None",NA,9.3,NA,NA,NA,"Forest",0,0,5.56416666666667,213.25,0.264553960013869,-780.291340309468
4282,2007,1,47.46881944,7.502430556,"SCC FACE",5697,550,"Temperate","Natural","Forest","Deciduous",NA,990,"IRGA","Extraction","Mature",840,420,420,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.24545454545455,793.333333333333,-0.0541581611982522,-200.208006976135
4287,2006,1,42.66361111,-80.57333333,"Turkey Point Flux Station",5699,265,"Temperate","Managed","Forest","Evergreen",7.8,1010,"IRGA","","Aggrading",539,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.17,663.333333333333,-2.1296127066528,-330.208006976135
4288,2006,1,42.77555556,-80.47444444,"Turkey Point Flux Station",5699,212,"Temperate","Managed","Forest","Evergreen",7.8,1010,"IRGA","","Aggrading",511,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.17,663.333333333333,-2.1296127066528,-330.208006976135
4289,2006,1,42.70944444,-80.35138889,"Turkey Point Flux Station",5699,184,"Temperate","Managed","Forest","Evergreen",7.8,1010,"IRGA","","Aggrading",558,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.17,663.333333333333,-2.1296127066528,-330.208006976135
4290,2006,1,42.71527778,-80.37222222,"Turkey Point Flux Station",5699,184,"Temperate","Managed","Forest","Evergreen",7.8,1010,"IRGA","","Mature",671,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.17,663.333333333333,-2.1296127066528,-330.208006976135
4292,2006.5,1,48.48333333,2.783333333,"Barbeau National Forest FR-Fon",5724,90,"Temperate","Managed","Forest","Deciduous",10.7,680,"IRGA","","Mature",609,NA,NA,"None",NA,NA,36,33,32,"Forest",0,0,4.13090909090909,566.166666666667,-1.16870361574371,-427.374673642802
4361,2008,1,30.13333333,103,"",5702,660,"Subtropical","Managed","Forest","Evergreen",NA,1490,"IRGA","","Mature",592,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.62636363636364,1222.41666666667,0.326750929710838,228.875326357198
4430,2008.5,1,30.36666667,120,"",5929,150,"Tropical","Natural","Forest","Evergreen",16.4,1629,"Gas chromatography","","Mature",1151,NA,NA,"None",NA,17,NA,NA,NA,"Forest",0,0,5.20545454545455,1133.25,-0.0941581611982532,139.708659690532
4486,2004,2.5,52.85,-6.9,"Oak Park Research Centre",5954,56,"Temperate","Managed","Grassland","Deciduous",9.4,824,"IRGA","","Aggrading",1110,NA,NA,"None",1.42,NA,59,26,15,"Grassland",0,0,3.78090909090909,1199.41666666667,-1.51870361574371,205.875326357198
4536,2007,1,40.03333333,-3.616666667,"Aranjuez Experimental Station",5969,590,"Mediterranean","Natural","Grassland","Deciduous",13.8,388,"IRGA","","Mature",240.4,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.44454545454545,213.25,0.144932747892656,-780.291340309468
4537,2008,1,40.03333333,-3.616666667,"Aranjuez Experimental Station",5969,590,"Mediterranean","Natural","Grassland","Deciduous",13.8,388,"IRGA","","Mature",241,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.74181818181818,213.25,0.442205475165384,-780.291340309468
4538,2009,1,40.03333333,-3.616666667,"Aranjuez Experimental Station",5969,590,"Mediterranean","Natural","Grassland","Deciduous",13.8,388,"IRGA","","Mature",322.6,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,5.62,355.083333333333,0.320387293347202,-638.458006976135
