"Record_number","Study_midyear","YearsOfData","Latitude","Longitude","Site_name","Study_number","Elevation","Biome","Ecosystem_state","Ecosystem_type","Leaf_habit","MAT","MAP","Meas_method","Partition_method","Stage","Rs_annual","Rh_annual","Ra_annual","Manipulation","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","Ecosystem_type2","Outlier_rh","Outlier_ra","Mean.Temp.","Mean.Precip.","delta.Mean.Temp.","delta.Mean.Precip."
2217,2004.5,2,10.44,-84,"La Selva Biological Station",4119,NA,"Tropical","Managed","Forest","Evergreen",25.8,3900,"IRGA","Subtraction","Mature",1800,NA,1110,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.78416666666667,1354.33333333333,1.48455396001387,360.791993023865
2218,2004.5,2,10.44,-84,"La Selva Biological Station",4119,NA,"Tropical","Managed","Forest","Evergreen",25.8,3900,"IRGA","Subtraction","Mature",2360,NA,1340,"None",NA,NA,NA,NA,NA,"Forest",0,0,6.78416666666667,1354.33333333333,1.48455396001387,360.791993023865
2228,2004,1,57.08,16.12,"Simpevarp",4097,NA,"Temperate","Natural","Forest","Evergreen",NA,NA,"IRGA","","Mature",1173,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.01363636363636,524.833333333333,-3.28597634301643,-468.708006976135
2229,2004,1,57.08,16.12,"Simpevarp",4097,NA,"Temperate","Natural","Forest","Evergreen",NA,NA,"IRGA","","Mature",851,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.01363636363636,524.833333333333,-3.28597634301643,-468.708006976135
2230,2004,1,57.08,16.12,"Simpevarp",4097,NA,"Temperate","Natural","Forest","Evergreen",NA,NA,"IRGA","","Mature",750,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.01363636363636,524.833333333333,-3.28597634301643,-468.708006976135
2231,2004,1,57.08,16.12,"Simpevarp",4097,NA,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",1184,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.01363636363636,524.833333333333,-3.28597634301643,-468.708006976135
2232,2004,1,57.08,16.12,"Simpevarp",4097,NA,"Temperate","Natural","Forest","Deciduous",NA,NA,"IRGA","","Mature",777,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.01363636363636,524.833333333333,-3.28597634301643,-468.708006976135
2233,2004,1,57.08,16.12,"Simpevarp",4097,NA,"Temperate","Natural","Grassland","Deciduous",NA,NA,"IRGA","","Mature",1151,NA,NA,"None",NA,NA,NA,NA,NA,"Grassland",0,0,2.01363636363636,524.833333333333,-3.28597634301643,-468.708006976135
2234,2001.5,1,36.32,140.15,"",4062,470,"Temperate","Natural","Forest","Deciduous",13.1,1330,"Gas chromatography","Isotope","Mature",485,340,145,"None",0.357,NA,NA,NA,NA,"Forest",0,0,4.65545454545455,1017.08333333333,-0.644158161198253,23.5419930238651
2259,1999,1,36.13,137.42,"Takayama Experimental Field Station",4018,1420,"Temperate","Natural","Forest","Deciduous",7.3,2400,"IRGA","Exclusion","Mature",906,496,410.418,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.32090909090909,1505.83333333333,-1.97870361574371,512.291993023865
2260,2000,1,36.13,137.42,"Takayama Experimental Field Station",4018,1420,"Temperate","Natural","Forest","Deciduous",7.3,2400,"IRGA","Exclusion","Mature",821,449,371.913,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.48090909090909,1179.16666666667,-1.81870361574371,185.625326357198
2261,2001,1,36.13,137.42,"Takayama Experimental Field Station",4018,1420,"Temperate","Natural","Forest","Deciduous",7.3,2400,"IRGA","Exclusion","Mature",870,476,394.11,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.06545454545455,1100.83333333333,-3.23415816119825,107.291993023865
2262,2002,1,36.13,137.42,"Takayama Experimental Field Station",4018,1420,"Temperate","Natural","Forest","Deciduous",7.3,2400,"IRGA","Exclusion","Mature",817,447,370.101,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.59181818181818,1400,-1.70779452483462,406.458659690532
2263,2003,1,36.13,137.42,"Takayama Experimental Field Station",4018,1420,"Temperate","Natural","Forest","Deciduous",7.3,2400,"IRGA","Exclusion","Mature",772,422,349.716,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.89,1384.16666666667,-2.4096127066528,390.625326357198
2264,2003,2,4.2,114.03,"Lambir Hills National Park",4015,NA,"Tropical","Natural","Forest","Evergreen",NA,NA,"IRGA","","Mature",2010,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.77083333333333,4672.08333333333,3.47122062668054,3678.54199302386
2273,2004.5,1,-1.72,-51.46,"Caxiuanã National Forest",3983,NA,"Tropical","Natural","Forest","Evergreen",NA,2500,"IRGA","Extraction","Mature",1300,700,600,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.71916666666667,2807.75,3.41955396001387,1814.20865969053
2275,2004.5,1,-1.72,-51.46,"Caxiuanã National Forest",3983,NA,"Tropical","Natural","Forest","Evergreen",NA,2500,"IRGA","Extraction","Mature",1300,600,700,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.71916666666667,2807.75,3.41955396001387,1814.20865969053
2276,2004.5,1,-1.72,-51.46,"Caxiuanã National Forest",3983,NA,"Tropical","Natural","Forest","Evergreen",NA,2500,"IRGA","Extraction","Mature",1700,800,900,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.71916666666667,2807.75,3.41955396001387,1814.20865969053
2277,2003.5,1,63.9,23.9,"Kannus",3967,NA,"Boreal","Natural","Forest","Deciduous",2.2,NA,"IRGA","","Aggrading",370,NA,NA,"None",0.218,19.3,NA,NA,NA,"Forest",0,0,11.09,455.583333333333,5.7903872933472,-537.958006976135
2278,2003.5,1,63.9,23.9,"Kannus",3967,NA,"Boreal","Natural","Forest","Deciduous",2.2,NA,"IRGA","","Aggrading",305,NA,NA,"None",0.25,13,NA,NA,NA,"Forest",0,0,11.09,455.583333333333,5.7903872933472,-537.958006976135
2279,2003.5,1,63.9,23.9,"Kannus",3967,NA,"Boreal","Natural","Forest","Deciduous",2.2,NA,"IRGA","","Aggrading",360,NA,NA,"None",0.25,17.9,NA,NA,NA,"Forest",0,0,11.09,455.583333333333,5.7903872933472,-537.958006976135
2280,2003.5,1,63.9,23.9,"Kannus",3967,NA,"Boreal","Natural","Forest","Deciduous",2.2,NA,"IRGA","","Mature",355,NA,NA,"None",0.262,18.4,NA,NA,NA,"Forest",0,0,11.09,455.583333333333,5.7903872933472,-537.958006976135
2281,2003.5,1,63.9,23.9,"Kannus",3967,NA,"Boreal","Natural","Forest","Evergreen",2.2,NA,"IRGA","","Mature",210,NA,NA,"None",0.182,18.7,NA,NA,NA,"Forest",0,0,11.09,455.583333333333,5.7903872933472,-537.958006976135
2282,2003.5,1,63.9,23.9,"Kannus",3967,NA,"Boreal","Natural","Forest","Evergreen",2.2,NA,"IRGA","","Mature",275,NA,NA,"None",0.278,17.4,NA,NA,NA,"Forest",0,0,11.09,455.583333333333,5.7903872933472,-537.958006976135
2285,2003.5,1,62.2,22.77,"Alkkia",3967,NA,"Boreal","Natural","Forest","Evergreen",3.1,NA,"IRGA","","Mature",500,NA,NA,"None",0.899,22.2,NA,NA,NA,"Forest",0,0,1.59727272727273,503.833333333333,-3.70233997938007,-489.708006976135
2286,2003.5,1,62.2,22.77,"Alkkia",3967,NA,"Boreal","Natural","Forest","Evergreen",3.1,NA,"IRGA","","Mature",400,NA,NA,"None",0.54,26,NA,NA,NA,"Forest",0,0,1.59727272727273,503.833333333333,-3.70233997938007,-489.708006976135
2287,2003.5,1,62.2,22.77,"Alkkia",3967,NA,"Boreal","Natural","Forest","Evergreen",3.1,NA,"IRGA","","Mature",540,NA,NA,"None",0.503,28.2,NA,NA,NA,"Forest",0,0,1.59727272727273,503.833333333333,-3.70233997938007,-489.708006976135
2289,2003.5,1,62.1,23.18,"Aitoneva",3967,NA,"Boreal","Natural","Forest","Deciduous",3.1,NA,"IRGA","","Mature",475,NA,NA,"None",0.202,23.8,NA,NA,NA,"Forest",0,0,1.56636363636364,503.833333333333,-3.73324907028916,-489.708006976135
2290,2003.5,1,62.1,23.18,"Aitoneva",3967,NA,"Boreal","Natural","Forest","Deciduous",3.1,NA,"IRGA","","Mature",380,NA,NA,"None",0.174,23.4,NA,NA,NA,"Forest",0,0,1.56636363636364,503.833333333333,-3.73324907028916,-489.708006976135
2291,2003.5,1,62.1,23.18,"Aitoneva",3967,NA,"Boreal","Natural","Forest","Deciduous",3.1,NA,"IRGA","","Mature",455,NA,NA,"None",0.57,23.3,NA,NA,NA,"Forest",0,0,1.56636363636364,503.833333333333,-3.73324907028916,-489.708006976135
2292,2003.5,1,62.1,23.18,"Aitoneva",3967,NA,"Boreal","Natural","Forest","Evergreen",3.1,NA,"IRGA","","Aggrading",270,NA,NA,"None",0.193,26.5,NA,NA,NA,"Forest",0,0,1.56636363636364,503.833333333333,-3.73324907028916,-489.708006976135
2293,2003.5,1,62.1,23.18,"Aitoneva",3967,NA,"Boreal","Natural","Forest","Evergreen",3.1,NA,"IRGA","","Mature",275,NA,NA,"None",0.173,24.5,NA,NA,NA,"Forest",0,0,1.56636363636364,503.833333333333,-3.73324907028916,-489.708006976135
2294,2003.5,1,62.1,23.18,"Aitoneva",3967,NA,"Boreal","Natural","Forest","Evergreen",3.1,NA,"IRGA","","Aggrading",400,NA,NA,"None",0.623,23.5,NA,NA,NA,"Forest",0,0,1.56636363636364,503.833333333333,-3.73324907028916,-489.708006976135
2295,2003,1,50.02,4.4,"",3893,310,"Temperate","Natural","Forest","Deciduous",8,1000,"IRGA","Extraction","Mature",922,627,295.04,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.75636363636364,524.166666666667,-1.54324907028916,-469.374673642802
2296,2003,1,50.02,4.4,"",3893,310,"Temperate","Natural","Forest","Deciduous",8,1000,"IRGA","Extraction","Mature",770,570,200.2,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.75636363636364,524.166666666667,-1.54324907028916,-469.374673642802
2297,2003,1,50.02,4.4,"",3893,310,"Temperate","Natural","Forest","Deciduous",8,1000,"IRGA","Extraction","Mature",820,418,401.8,"None",NA,NA,NA,NA,NA,"Forest",0,0,3.75636363636364,524.166666666667,-1.54324907028916,-469.374673642802
2300,2003,1,41.33,-112,"Weber River",3825,1325,"Temperate","Natural","Forest","Deciduous",14.3,468,"IRGA","","Mature",720,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.36727272727273,405.4,-2.93233997938007,-588.141340309468
2301,2003,1,41.14,-111.95,"Weber River",3825,1360,"Temperate","Natural","Forest","Deciduous",13.9,367,"IRGA","","Mature",810,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,0.965555555555556,405.4,-4.33405715109724,-588.141340309468
2302,2003,1,41.04,-111.51,"Weber River",3825,1613,"Temperate","Natural","Forest","Deciduous",11.2,435,"IRGA","","Mature",1160,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,2.61727272727273,280.25,-2.68233997938007,-713.291340309468
2313,2002,2,46.02,11.14,"S1-Casteller",3115,220,"Temperate","Natural","Forest","Deciduous",11.6,951,"IRGA","","Mature",984,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.65454545454545,1161.08333333333,-0.645067252107344,167.541993023865
2314,2002,2,46.06,10.98,"S2-Toblino",3115,250,"Temperate","Natural","Forest","Evergreen",11.8,879,"IRGA","","Mature",965,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,1.11090909090909,820,-4.18870361574371,-173.541340309468
2315,2002,2,46.02,11.15,"S3-Mattarello",3115,420,"Temperate","Natural","Forest","Evergreen",11,959,"IRGA","","Mature",795,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.65454545454545,1161.08333333333,-0.645067252107344,167.541993023865
2316,2002,2,46.03,11,"S4-Lagolo P",3115,760,"Temperate","Natural","Forest","Evergreen",9.5,961,"IRGA","","Mature",738,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.65454545454545,1161.08333333333,-0.645067252107344,167.541993023865
2317,2002,2,46.04,11.01,"S5-Lagolo B",3115,970,"Temperate","Natural","Forest","Deciduous",8.5,967,"IRGA","","Mature",719,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.65454545454545,1161.08333333333,-0.645067252107344,167.541993023865
2318,2002,2,46.07,11.08,"S6-Brigolina B",3115,1020,"Temperate","Natural","Forest","Deciduous",8.6,976,"IRGA","","Mature",492,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.65454545454545,1161.08333333333,-0.645067252107344,167.541993023865
2319,2002,2,46.06,11.07,"S7-Brigolina S",3115,1020,"Temperate","Natural","Forest","Evergreen",8.5,982,"IRGA","","Mature",681,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.65454545454545,1161.08333333333,-0.645067252107344,167.541993023865
2320,2002,2,46.05,11.06,"S8-Vaneze",3115,1150,"Temperate","Natural","Forest","Evergreen",5.9,1015,"IRGA","","Mature",1041,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.65454545454545,1161.08333333333,-0.645067252107344,167.541993023865
2321,2002,2,45.96,11.28,"S9-Lavaronne",3115,1370,"Temperate","Natural","Forest","Evergreen",6.7,1085,"IRGA","","Mature",1097,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.65454545454545,1161.08333333333,-0.645067252107344,167.541993023865
2322,2002,2,46.02,11.06,"S10-Bondone",3115,1470,"Temperate","Natural","Forest","Deciduous",6.2,1195,"IRGA","","Mature",1116,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.65454545454545,1161.08333333333,-0.645067252107344,167.541993023865
2323,2002,2,46.59,11.43,"S11-Renon",3115,1740,"Temperate","Natural","Forest","Evergreen",4.2,1008,"IRGA","","Mature",1230,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.21181818181818,1161.08333333333,-1.08779452483462,167.541993023865
2325,2003,1,21.93,101.27,"Xishuangbanna Station for Tropical Rain Forest Ecosystem Studies",3130,NA,"Tropical","Natural","Forest","Evergreen",21.4,1557,"Gas chromatography","","Mature",1274,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,7.7475,1439.16666666667,2.4478872933472,445.625326357198
2326,1999,1,38.9,-120.63,"",3156,1315,"Mediterranean","Managed","Forest","Evergreen",NA,1660,"IRGA","","Aggrading",948,NA,NA,"None",NA,NA,60,28,11,"Forest",0,0,3.662,856.818181818182,-1.6376127066528,-136.723158491286
2328,2001,1,38.9,-120.63,"Blodgett Forest Research Station",3156,1315,"Mediterranean","Managed","Forest","Evergreen",NA,1660,"IRGA","","Aggrading",831,NA,NA,"None",NA,NA,60,28,11,"Forest",0,0,12.706,941.083333333333,7.4063872933472,-52.4580069761349
2329,2001.5,1.5,38.9,-120.63,"",3157,177,"Mediterranean","Natural","Savanna","Deciduous",16.3,559,"IRGA","","Mature",488,NA,NA,"None",1.6,NA,38,45,18,"Grassland",0,0,12.706,941.083333333333,7.4063872933472,-52.4580069761349
2343,2001,1,51.3,4.52,"De Inslag Forest",3207,16,"Temperate","Unmanaged","Forest","Evergreen",9.8,750,"IRGA","","Mature",420,NA,NA,"None",1.2,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2344,2001,1,51.3,4.52,"De Inslag Forest",3207,16,"Temperate","Unmanaged","Forest","Deciduous",9.8,750,"IRGA","","Mature",850,NA,NA,"None",1.4,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2345,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Forest","Deciduous",9.8,750,"IRGA","","Mature",840,NA,NA,"None",1.4,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2346,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Forest","Deciduous",9.8,750,"IRGA","","Mature",970,NA,NA,"None",1.4,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2347,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Forest","Deciduous",9.8,750,"IRGA","","Mature",910,NA,NA,"None",1.4,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2348,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Forest","Deciduous",9.8,750,"IRGA","","Mature",750,NA,NA,"None",1.4,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2349,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Forest","Evergreen",9.8,750,"IRGA","","Mature",410,NA,NA,"None",1.2,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2350,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Forest","Evergreen",9.8,750,"IRGA","","Mature",510,NA,NA,"None",1.2,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2351,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Forest","Evergreen",9.8,750,"IRGA","","Mature",570,NA,NA,"None",1.2,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2352,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Forest","Evergreen",9.8,750,"IRGA","","Mature",510,NA,NA,"None",1.2,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2353,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Grassland","Evergreen",9.8,750,"IRGA","","Mature",1360,NA,NA,"None",1.2,NA,NA,NA,NA,"Grassland",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2354,2001,1,51.3,4.52,"De Inslag Forest",3208,16,"Temperate","Unmanaged","Forest","Evergreen",9.8,750,"IRGA","","Mature",610,NA,NA,"None",1.2,NA,NA,NA,NA,"Forest",0,0,4.35090909090909,850.666666666667,-0.948703615743708,-142.874673642802
2357,2002.5,5,-2.9,-54.95,"Tapajós National Forest",4234,NA,"Tropical","Natural","Forest","Evergreen",28,2000,"IRGA","","Mature",1280,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,8.05833333333333,2807.75,2.75872062668054,1814.20865969053
2364,2003,1,34.98,-97.52,"Great Plains Apiaries",3710,NA,"Temperate","Natural","Grassland","Deciduous",16.3,915,"IRGA","","Mature",835,NA,NA,"None",NA,NA,35,55,10,"Grassland",0,0,5.72833333333333,1166.5,0.428720626680535,172.958659690532
2368,2002,1,34.98,-97.52,"Great Plains Apiaries",3710,NA,"Temperate","Natural","Grassland","Deciduous",16.3,915,"IRGA","","Mature",1131,NA,NA,"None",NA,NA,35,55,10,"Grassland",0,0,5.984,1166.5,0.684387293347202,172.958659690532
2369,2002,1,34.98,-97.52,"Great Plains Apiaries",3710,NA,"Temperate","Natural","Grassland","Deciduous",16.3,915,"IRGA","","Mature",877,NA,NA,"None",NA,NA,35,55,10,"Grassland",0,0,5.984,1166.5,0.684387293347202,172.958659690532
2438,1995.5,2,35.08,-83.43,"Coweeta Hydrologic Laboratory",3647,850,"Temperate","Natural","Forest","Deciduous",12.6,1800,"IRGA","","Aggrading",1964,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.39363636363636,1599.58333333333,0.0940236569835653,606.041993023865
2439,1995.5,2,35.08,-83.43,"Coweeta Hydrologic Laboratory",3647,850,"Temperate","Natural","Forest","Deciduous",12.6,1800,"IRGA","","Mature",2778,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,5.39363636363636,1599.58333333333,0.0940236569835653,606.041993023865
2440,1995.5,2,35.35,-83.93,"Joyce Kilmer-Slickrock Wilderness",3647,1050,"Temperate","Natural","Forest","Deciduous",12.6,1800,"IRGA","","Mature",2047,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,4.70833333333333,1599.58333333333,-0.591279373319465,606.041993023865
2441,2003,1,21.93,101.27,"Menglun Forest Reserve",3705,750,"Tropical","Natural","Forest","Mixed",21.7,NA,"IRGA","","Mature",1240,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,7.7475,1439.16666666667,2.4478872933472,445.625326357198
2442,2004,1,21.93,101.27,"Menglun Forest Reserve",3705,750,"Tropical","Natural","Forest","Mixed",21.7,NA,"IRGA","","Mature",885,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,7.63,1439.16666666667,2.3303872933472,445.625326357198
2443,2002.5,1,42.4,128.47,"Changbai Mountains Forest Ecosystem Open Research Station",3702,NA,"Temperate","Natural","Forest","Mixed",2.5,705,"IRGA","","Mature",503,NA,NA,"None",NA,NA,NA,NA,NA,"Forest",0,0,0.555,435.75,-4.7446127066528,-557.791340309468
2444,2003.5,2,23.17,112.53,"Dinghushan Mountain National Reserve",3700,NA,"Subtropical","Natural","Forest","Evergreen",20.8,1956,"Gas chromatography","","Mature",590,NA,NA,"None",0.86,NA,NA,NA,NA,"Forest",0,0,6.56333333333333,1149.75,1.26372062668054,156.208659690532
2445,2003.5,2,23.17,112.53,"Dinghushan Mountain National Reserve",3700,NA,"Subtropical","Natural","Forest","Mixed",20.8,1956,"Gas chromatography","","Mature",933,NA,NA,"None",1.1,NA,NA,NA,NA,"Forest",0,0,6.56333333333333,1149.75,1.26372062668054,156.208659690532
2446,2003.5,2,23.17,112.53,"Dinghushan Mountain National Reserve",3700,NA,"Subtropical","Natural","Forest","Evergreen",20.8,1956,"Gas chromatography","","Mature",1075,NA,NA,"None",1.32,NA,NA,NA,NA,"Forest",0,0,6.56333333333333,1149.75,1.26372062668054,156.208659690532
2478,2003,1.3,38.4,-122.4,"Oakville",3274,NA,"Mediterranean","Natural","Forest","Deciduous",14.3,826,"IRGA","","Mature",1576,NA,NA,"None",NA,NA,50,38,13,"Forest",0,0,5.27875,695.583333333333,-0.0208627066527987,-297.958006976135
2494,2000,2,43.67,143.1,"SK",3390,1000,"Temperate","Natural","Forest","Evergreen",NA,1418,"Gas chromatography","","Mature",571,NA,NA,"None",NA,NA,51,28,21,"Forest",0,0,2.86909090909091,932.083333333333,-2.43052179756189,-61.4580069761349
2495,2000,2,42.97,141.17,"JK",3390,322,"Temperate","Managed","Forest","Evergreen",NA,1268,"Gas chromatography","","Mature",766,NA,NA,"None",NA,NA,50,33,17,"Forest",0,0,2.57,932.083333333333,-2.7296127066528,-61.4580069761349
2496,1999,1,42.93,141.27,"MM",3390,440,"Temperate","Managed","Forest","Evergreen",NA,1268,"Gas chromatography","","Mature",927,NA,NA,"None",0.46,NA,57,34,9,"Forest",0,0,2.84363636363636,1505.83333333333,-2.45597634301643,512.291993023865
2497,1998.5,1.3,42.98,141.38,"HG1",3390,240,"Temperate","Natural","Forest","Deciduous",NA,1167,"Gas chromatography","","Mature",632,NA,NA,"None",0.55,NA,60,25,15,"Forest",0,0,2.51181818181818,932.083333333333,-2.78779452483462,-61.4580069761349
2498,1998.5,1.3,42.98,141.38,"HG2",3390,260,"Temperate","Natural","Forest","Deciduous",NA,1167,"Gas chromatography","","Mature",652,NA,NA,"None",0.55,NA,60,25,15,"Forest",0,0,2.51181818181818,932.083333333333,-2.78779452483462,-61.4580069761349
2499,1999,2,42.98,141.38,"HG3",3390,175,"Temperate","Natural","Forest","Deciduous",NA,1167,"Gas chromatography","","Mature",851,NA,NA,"None",0.36,NA,NA,NA,NA,"Forest",0,0,2.84363636363636,1021.66666666667,-2.45597634301643,28.1253263571983
2500,2000.5,1.5,39.98,140.9,"AP",3390,825,"Temperate","Natural","Forest","Deciduous",NA,1207,"Gas chromatography","","Mature",669,NA,NA,"None",0.41,NA,16,40,43,"Forest",0,0,3.18363636363636,1181.25,-2.11597634301643,187.708659690532
2501,2001.5,1.5,39.98,140.4,"ANM",3390,200,"Temperate","Managed","Forest","Evergreen",NA,2006,"Gas chromatography","","Mature",622,NA,NA,"None",NA,NA,12,54,35,"Forest",0,0,3.15909090909091,1400,-2.14052179756189,406.458659690532
2502,2001,2,39.77,140.72,"TZ",3390,350,"Temperate","Managed","Forest","Evergreen",NA,2188,"Gas chromatography","","Mature",702,NA,NA,"None",0.33,NA,NA,NA,NA,"Forest",0,0,1.98363636363636,932.083333333333,-3.31597634301643,-61.4580069761349
2503,1999,7,36.93,140.58,"OG1",3390,650,"Temperate","Natural","Forest","Deciduous",NA,1948,"Gas chromatography","","Mature",662,NA,NA,"None",0.33,NA,NA,NA,NA,"Forest",0,0,4.44545454545455,1405,-0.854158161198253,411.458659690532
2504,1996.5,3,36.93,140.58,"OG2",3390,650,"Temperate","Natural","Forest","Deciduous",NA,1948,"Gas chromatography","","Mature",676,NA,NA,"None",0.51,NA,NA,NA,NA,"Forest",0,0,11.09,1010.41666666667,5.7903872933472,16.8753263571983
2505,2000.5,5,36.93,140.58,"OG3",3390,650,"Temperate","Natural","Forest","Evergreen",NA,1948,"Gas chromatography","","Mature",457,NA,NA,"None",0.35,NA,31,20,49,"Forest",0,0,4.29636363636364,1079.16666666667,-1.00324907028916,85.6253263571984
2506,1997,1,36.93,140.58,"OG4",3390,650,"Temperate","Managed","Forest","Deciduous",NA,1948,"Gas chromatography","","Mature",680,NA,NA,"None",0.58,NA,63,23,14,"Forest",0,0,11.09,1055.41666666667,5.7903872933472,61.8753263571984
2507,1997.5,1,36.58,140.58,"HT",3390,380,"Temperate","Natural","Forest","Deciduous",NA,1371,"Gas chromatography","","Mature",579,NA,NA,"None",0.55,NA,41,37,23,"Forest",0,0,4.66636363636364,1151.66666666667,-0.633249070289162,158.125326357198
2508,2000,5,36.3,140.15,"KB1",3390,470,"Temperate","Natural","Forest","Deciduous",NA,1310,"Gas chromatography","","Mature",461,NA,NA,"None",0.34,NA,63,18,19,"Forest",0,0,4.64363636363636,1151.66666666667,-0.655976343016435,158.125326357198
2509,2000.5,3,36.32,140.15,"KB2",3390,250,"Temperate","Managed","Forest","Evergreen",NA,1310,"Gas chromatography","","Mature",426,NA,NA,"None",0.3,NA,NA,NA,NA,"Forest",0,0,4.64363636363636,1151.66666666667,-0.655976343016435,158.125326357198
2510,1995,1,36.17,140.18,"TK",3390,330,"Temperate","Managed","Forest","Evergreen",NA,1310,"Gas chromatography","","Mature",583,NA,NA,"None",0.31,NA,NA,NA,NA,"Forest",0,0,4.36181818181818,966.25,-0.937794524834617,-27.2913403094683
2512,2000.5,1.5,35.92,137.32,"OT",3390,1350,"Temperate","Managed","Forest","Evergreen",NA,3502,"Gas chromatography","","Mature",356,NA,NA,"None",0.31,NA,NA,NA,NA,"Forest",0,0,3.48090909090909,1179.16666666667,-1.81870361574371,185.625326357198
2513,2000,1.8,35.85,138.65,"OD1",3390,2090,"Temperate","Natural","Forest","Evergreen",NA,1365,"Gas chromatography","","Mature",360,NA,NA,"None",0.32,NA,43,21,36,"Forest",0,0,4.85272727272727,1232.5,-0.446885433925526,238.958659690532
2514,2000,1.8,35.85,138.65,"OD2",3390,2080,"Temperate","Managed","Forest","Deciduous",NA,1365,"Gas chromatography","","Mature",435,NA,NA,"None",0.55,NA,60,17,24,"Forest",0,0,4.85272727272727,1232.5,-0.446885433925526,238.958659690532
